created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,possibly_sensitive,extended_entities.media,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,user.entities.url.urls
Mon Feb 23 08:06:55 +0000 2015,569770363623575552,569770363623575552,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,19305249,19305249,Samantha Brittenham Wyman,SamanthaWyman,"Boston, MA","Marketing contractor, transplant to Boston, mom to 2, Maui enthusiast, and Villanova alum looking to leave some positive mark on the world. \\V//",,[],False,145,597,8,Wed Jan 21 20:17:48 +0000 2009,2238,,,True,False,1030,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1005141347936989184/VywlRZFX_normal.jpg,https://pbs.twimg.com/profile_images/1005141347936989184/VywlRZFX_normal.jpg,https://pbs.twimg.com/profile_banners/19305249/1476287058,0084B4,FFFFFF,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,
Sun Feb 22 20:35:49 +0000 2015,569596445680115712,569596445680115712,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,False,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,489715951,489715951,Amelia Wanders 🌎,livingfitly,Wandering,LIVE LIFE AWESOMELY,https://t.co/vzHe7JTCB1,[],False,351,1218,33,Sat Feb 11 20:22:23 +0000 2012,4677,,,True,False,4197,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1027920952753942528/PTi5rdmK_normal.jpg,https://pbs.twimg.com/profile_images/1027920952753942528/PTi5rdmK_normal.jpg,https://pbs.twimg.com/profile_banners/489715951/1535466619,ABB8C2,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,False,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/vzHe7JTCB1', 'expanded_url': 'http://www.facebook.com/groups/LIVFITNATION', 'display_url': 'facebook.com/groups/LIVFITN…', 'indices': [0, 23]}]"
Sun Feb 22 02:11:58 +0000 2015,569318651502989312,569318651502989312,@VirginAmerica Flight from BOS &gt; LAS tomorrow was cancelled. No notification; wait times are 1+ hour. Will you rebook on another airline?,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,13083522,13083522,Justine Jordan,meladorri,"Boston, MA",People-first leader and head of marketing at @wildbit.  #emailgeek and @helpscout @litmusapp @exacttarget alumna. She/her.,https://t.co/alFcw5U6La,[],False,11065,1093,695,Tue Feb 05 06:40:47 +0000 2008,4589,,,True,False,11848,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/768979931590168576/A6J5rt2n_normal.jpg,https://pbs.twimg.com/profile_images/768979931590168576/A6J5rt2n_normal.jpg,https://pbs.twimg.com/profile_banners/13083522/1500519190,93A644,EEEEEE,FFFFFF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/alFcw5U6La', 'expanded_url': 'http://justinej.com', 'display_url': 'justinej.com', 'indices': [0, 23]}]"
Mon Feb 23 01:14:06 +0000 2015,569666477265018881,569666477265018881,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,48579064,48579064,honeybadgeruesny,adventurep1234,NYC,"Born and raised in NYC, Adventure lover, product manager, professor, travel-lover, media alum., skier, early adopter, crazily curious, sucker for the long shot.",,[],False,1453,4341,50,Fri Jun 19 02:22:43 +0000 2009,1135,,,True,False,4152,,False,False,False,AF96BE,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,http://pbs.twimg.com/profile_images/815952847066071046/3Knje9yr_normal.jpg,https://pbs.twimg.com/profile_images/815952847066071046/3Knje9yr_normal.jpg,https://pbs.twimg.com/profile_banners/48579064/1589798650,DA95B2,FFFFFF,FEBEB2,FAA0A9,True,False,False,False,False,False,False,none,,,Point,"[51.04345575, -114.06071363]",Point,"[-114.06071363, 51.04345575]",53504716d445dcad,https://api.twitter.com/1.1/geo/id/53504716d445dcad.json,city,Calgary,"Calgary, Alberta",CA,Canada,[],Polygon,"[[[-114.3160379, 50.84278], [-113.859664, 50.84278], [-113.859664, 51.212548], [-114.3160379, 51.212548]]]",
Sun Feb 22 18:19:45 +0000 2015,569562202405019650,569562202405019650,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,111022040,111022040,Alex Heit,Alexander_Heit,"Pittsburgh, PA",VP - Partnerships and Strategy at @VISIMO_AI. Tweets are my personal opinion and not endorsements. https://t.co/luqhufCUNn #AI #machinelearning,,"[{'url': 'https://t.co/luqhufCUNn', 'expanded_url': 'http://linkedin.com/in/asheit', 'display_url': 'linkedin.com/in/asheit', 'indices': [99, 122]}]",False,312,943,4,Wed Feb 03 15:04:10 +0000 2010,416,,,True,False,1104,,False,False,False,0F0A02,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1243925505356726275/Z8ZH3_ci_normal.jpg,https://pbs.twimg.com/profile_images/1243925505356726275/Z8ZH3_ci_normal.jpg,https://pbs.twimg.com/profile_banners/111022040/1359600867,473623,BCB302,171106,8A7302,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,
Sun Feb 22 22:03:34 +0000 2015,569618527948115968,569618527948115968,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,16486339,16486339,VictorHoff,_VictorHoff,San Diego,"Award-winning journalist who can't spell for shat, reporter for San Diego LGBT Weekly, Story idea? HMU @ vhoff@cox.net.Views my own",https://t.co/d5BMCo8yL1,[],False,2387,956,97,Sat Sep 27 15:07:30 +0000 2008,3591,,,True,False,21650,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/876945070485667840/DAh2L2ca_normal.jpg,https://pbs.twimg.com/profile_images/876945070485667840/DAh2L2ca_normal.jpg,https://pbs.twimg.com/profile_banners/16486339/1497915840,F58EA8,BDDCAD,DDFFCC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/d5BMCo8yL1', 'expanded_url': 'http://www.lgbtweekly.com', 'display_url': 'lgbtweekly.com', 'indices': [0, 23]}]"
Sun Feb 22 01:14:35 +0000 2015,569304208534597632,569304208534597632,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",569301295783395328,569301295783395328,12101862,12101862,VirginAmerica,,,,,False,0,2,False,False,en,118441514,118441514,El mundo de Floxie,Floxie10,"Buenos Aires, Argentina",🌎Comunicadora y viajera ✈️Trabajé toda mi vida en aviación 🎙Hablo de viajes en #Charlatown @vorterix Info sobre vuelos 👉🏻 https://t.co/rPWNvzj28T,https://t.co/vpNoyBxEKd,"[{'url': 'https://t.co/rPWNvzj28T', 'expanded_url': 'http://instagram.com/floxie10', 'display_url': 'instagram.com/floxie10', 'indices': [122, 145]}]",False,64384,1055,393,Sun Feb 28 18:14:09 +0000 2010,125608,,,True,True,115094,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1300261715070906368/-NxRU-gw_normal.jpg,https://pbs.twimg.com/profile_images/1300261715070906368/-NxRU-gw_normal.jpg,https://pbs.twimg.com/profile_banners/118441514/1598842479,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,False,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/vpNoyBxEKd', 'expanded_url': 'https://linktr.ee/floxie10', 'display_url': 'linktr.ee/floxie10', 'indices': [0, 23]}]"
Mon Feb 23 00:18:33 +0000 2015,569652497947734017,569652497947734017,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,272705326,272705326,JKF1897 joe f,JKF1897,,"weather geek, Boston sports fan, hipster hater, sigma pi, 24/7 work guy. Hampton Beach NH. Melrose MA native. Comments are my personal thoughts",,[],False,102,271,3,Sun Mar 27 01:16:35 +0000 2011,3092,,,False,False,5320,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/791071643833552896/Lm5uzLYb_normal.jpg,https://pbs.twimg.com/profile_images/791071643833552896/Lm5uzLYb_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,
Sun Feb 22 11:32:07 +0000 2015,569459618881019905,569459618881019905,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,False,"<a href=""http://www.flight.org"" rel=""nofollow"">SWA News</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,256868524,256868524,SWA News,NewsSWA,FL410,An *unofficial* source of SWA news from around the globe. See our blog at @flightorg and our podcast at @FlightPodcast. Not affiliated in any way with SWA.,http://t.co/7suCfRepDW,[],False,225,5,22,Thu Feb 24 06:56:39 +0000 2011,0,,,False,False,16463,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1253084992/NewsSWA_normal.jpg,https://pbs.twimg.com/profile_images/1253084992/NewsSWA_normal.jpg,https://pbs.twimg.com/profile_banners/256868524/1417534184,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,False,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/7suCfRepDW', 'expanded_url': 'http://www.flight.org', 'display_url': 'flight.org', 'indices': [0, 22]}]"
Mon Feb 23 14:57:25 +0000 2015,569873669700358144,569873669700358144,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",False,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,38609931,38609931,flyfromWAS,flyfromWAS,"Washington, DC","Looking for cheap flights from Washington, DC? Get real-time tweets when airfare prices drop from Washington, DC to thousands of worldwide destinations.",http://t.co/PjfQec9dgV,[],False,3640,477,156,Fri May 08 04:58:12 +0000 2009,10,,,False,True,10988,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/552853542604529664/1XaLYz8V_normal.png,https://pbs.twimg.com/profile_images/552853542604529664/1XaLYz8V_normal.png,https://pbs.twimg.com/profile_banners/38609931/1420645520,3B94D9,BDDCAD,D99623,333333,False,False,False,False,False,False,False,none,False,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/PjfQec9dgV', 'expanded_url': 'http://www.farecompare.com', 'display_url': 'farecompare.com', 'indices': [0, 22]}]"
Sun Feb 22 04:33:30 +0000 2015,569354267854704641,569354267854704641,@VirginAmerica Thank you for the follow,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,1410369290,1410369290,Simone Pasmore,simpasmore,Barbados ,"CEO of Webstylze Ltd, a web design and development co. specialising in E- commerce, SEO/SMO and content mgmt. #Tropics #IslandLife #Irie",http://t.co/OKTdEjG6fV,[],False,584,1825,65,Tue May 07 14:23:56 +0000 2013,219,,,False,False,629,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3627344873/90adc016116bec6b20e250371bd3b867_normal.jpeg,https://pbs.twimg.com/profile_images/3627344873/90adc016116bec6b20e250371bd3b867_normal.jpeg,https://pbs.twimg.com/profile_banners/1410369290/1423764086,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/OKTdEjG6fV', 'expanded_url': 'http://www.webstylze.com', 'display_url': 'webstylze.com', 'indices': [0, 22]}]"
Mon Feb 23 06:39:18 +0000 2015,569748316776325120,569748316776325120,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,15914278,15914278,usagibrian,usagibrian,San Francisco CA,"He/him (I've finally adjusted to the singular ""they"" but don't use it myself, but you can pry the Oxford comma out of my cold, stiff, and lifeless fingers.)",http://t.co/KshoqiLGTt,[],False,66,188,0,Wed Aug 20 05:16:35 +0000 2008,988,,,False,False,3937,,False,False,False,DECF7B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/113579245/avatar_normal.jpg,https://pbs.twimg.com/profile_images/113579245/avatar_normal.jpg,,7A1300,562B00,CBDAE7,3A281D,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/KshoqiLGTt', 'expanded_url': 'http://www.amergin.net/silverhand', 'display_url': 'amergin.net/silverhand', 'indices': [0, 22]}]"
Sun Feb 22 20:27:38 +0000 2015,569594386066984960,569594386066984960,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,False,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",569593703276392448,569593703276392448,12101862,12101862,VirginAmerica,,,,,False,0,1,False,False,en,10454672,10454672,"Karen Hartline, CMP",khartline,Las Vegas,Event Marketer who thrives in chaos.👫Better half of #KPexperience 🐶🐶Lap provider for Gary and Lucas 🎰Livin the life in Sin City 🎤Known to rock the mic,https://t.co/V0BdSvYZPO,[],False,8683,601,700,Wed Nov 21 23:52:28 +0000 2007,4746,,,False,False,27628,,False,False,False,709397,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1299532040488927232/oMDTeEhf_normal.jpg,https://pbs.twimg.com/profile_images/1299532040488927232/oMDTeEhf_normal.jpg,https://pbs.twimg.com/profile_banners/10454672/1495065255,FF3300,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/V0BdSvYZPO', 'expanded_url': 'http://reinventingevents.com', 'display_url': 'reinventingevents.com', 'indices': [0, 23]}]"
Sun Feb 22 13:51:43 +0000 2015,569494748341407744,569494748341407744,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,111022040,111022040,Alex Heit,Alexander_Heit,"Pittsburgh, PA",VP - Partnerships and Strategy at @VISIMO_AI. Tweets are my personal opinion and not endorsements. https://t.co/luqhufCUNn #AI #machinelearning,,"[{'url': 'https://t.co/luqhufCUNn', 'expanded_url': 'http://linkedin.com/in/asheit', 'display_url': 'linkedin.com/in/asheit', 'indices': [99, 122]}]",False,312,943,4,Wed Feb 03 15:04:10 +0000 2010,416,,,True,False,1104,,False,False,False,0F0A02,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1243925505356726275/Z8ZH3_ci_normal.jpg,https://pbs.twimg.com/profile_images/1243925505356726275/Z8ZH3_ci_normal.jpg,https://pbs.twimg.com/profile_banners/111022040/1359600867,473623,BCB302,171106,8A7302,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,
Sun Feb 22 02:09:54 +0000 2015,569318130356502528,569318130356502528,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,False,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",569301295783395328,569301295783395328,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,326758326,326758326,miaerolinea,miaerolinea,Worldwide,"YOUR FLIGHT AROUND THE WORLD. News, tips and inspiration for passengers. Noticias, consejos e inspiración para pasajeros.",https://t.co/ztRwPdgjUS,[],False,10274,8098,118,Thu Jun 30 12:57:07 +0000 2011,7,,,False,False,58660,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/754853297505304576/WVUNaYM-_normal.jpg,https://pbs.twimg.com/profile_images/754853297505304576/WVUNaYM-_normal.jpg,https://pbs.twimg.com/profile_banners/326758326/1468806274,0064A2,FFFFFF,F5F5F5,000000,False,False,False,False,False,False,False,none,False,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/ztRwPdgjUS', 'expanded_url': 'http://www.miaerolinea.com', 'display_url': 'miaerolinea.com', 'indices': [0, 23]}]"
Sun Feb 22 23:03:35 +0000 2015,569633630978310145,569633630978310145,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,602319074,602319074,◇♤AMYSTIKA DELGADO♤◇,amystikadelgado,"Las Vegas, NV","@CrissAngel LOYAL 14 YRS/22 CRISS ANGEL TATS,@twhiddleston fan/Loki'sArmy,@MichaelEklund fan♥️,Johnny Depp is innocent,Johnny Depp fan 17 YEARS,RIP MY LIL BRO🙏",,[],False,415,2295,17,Fri Jun 08 00:20:24 +0000 2012,44295,,,True,False,24685,,False,False,False,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1320886385528557568/skeIMC1D_normal.jpg,https://pbs.twimg.com/profile_images/1320886385528557568/skeIMC1D_normal.jpg,https://pbs.twimg.com/profile_banners/602319074/1606837867,B40B43,CC3366,E5507E,362720,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,
Sun Feb 22 19:33:40 +0000 2015,569580805036453888,569580805036453888,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",569580608541880320,569580608541880320,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,18704697,18704697,paulnakada,paulnakada,San Francisco,dubs all day. harding park. mayacama.,,[],False,346,1425,9,Wed Jan 07 01:15:45 +0000 2009,31650,,,True,False,8866,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1273612835/twitter_normal.jpg,https://pbs.twimg.com/profile_images/1273612835/twitter_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,
Sun Feb 22 04:21:23 +0000 2015,569351220097216512,569351220097216512,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,2882025826,2882025826,Chrysi Christou,ChrysiChrysic,,,,[],False,4,22,0,Tue Nov 18 01:10:03 +0000 2014,2,,,False,False,6,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,,,,
Sun Feb 22 23:41:51 +0000 2015,569643262459269120,569643262459269120,@VirginAmerica is flight 882 cancelled and what do I do if it is?,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,23260198,23260198,Lawrence Yang,lawyang588,,,,[],False,17,21,0,Sun Mar 08 01:24:25 +0000 2009,5,,,False,False,52,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,,,,
Mon Feb 23 16:19:49 +0000 2015,569894407001939968,569894407001939968,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,297112644,297112644,Sarah Ward,STravelsW,"Manhattan Beach, CA","LAX ➡️ PHL ✈️ Showing 40 a thing or two, hot ass yoga, pizza, Miller Light, cats & dogs ✌️",,[],False,216,582,8,Wed May 11 23:32:33 +0000 2011,20041,,,True,False,6068,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/950193333477019649/wNylV5PT_normal.jpg,https://pbs.twimg.com/profile_images/950193333477019649/wNylV5PT_normal.jpg,https://pbs.twimg.com/profile_banners/297112644/1600686943,93A644,EEEEEE,FFFFFF,333333,True,False,False,False,False,False,False,none,False,"[{'id': 569894403179704320, 'id_str': '569894403179704320', 'indices': [98, 120], 'media_url': 'http://pbs.twimg.com/media/B-ir8LUCcAAP_BU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/B-ir8LUCcAAP_BU.jpg', 'url': 'http://t.co/GsB2J3c4gM', 'display_url': 'pic.twitter.com/GsB2J3c4gM', 'expanded_url': 'https://twitter.com/STravelsW/status/569894407001939968/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'large': {'w': 768, 'h': 1024, 'resize': 'fit'}, 'medium': {'w': 768, 'h': 1024, 'resize': 'fit'}}}]",,,,,,,,,,,,,,,
Sun Feb 22 16:53:08 +0000 2015,569540405676654592,569540405676654592,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,12101862,12101862,VirginAmerica,,,,,False,0,0,False,False,en,81608096,81608096,Bradley Jones,jonesbasf,"San Francisco, CA",a moderate that doesn’t believe that the answers to all our problems in this country exist at the poles of the political spectrum.,,[],False,6,85,0,Sun Oct 11 14:43:18 +0000 2009,293,,,True,False,821,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/996754867837382660/0aF021NO_normal.jpg,https://pbs.twimg.com/profile_images/996754867837382660/0aF021NO_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,False,"[{'id': 569540405180764160, 'id_str': '569540405180764160', 'indices': [116, 138], 'media_url': 'http://pbs.twimg.com/media/B-dp-yAIEAAcOXy.png', 'media_url_https': 'https://pbs.twimg.com/media/B-dp-yAIEAAcOXy.png', 'url': 'http://t.co/8qsQMM7KF2', 'display_url': 'pic.twitter.com/8qsQMM7KF2', 'expanded_url': 'https://twitter.com/jonesbasf/status/569540405676654592/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1425, 'h': 1296, 'resize': 'fit'}, 'small': {'w': 680, 'h': 618, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1091, 'resize': 'fit'}}}]",,,,,,,,,,,,,,,
